,id,true,hb,err[%]
945,945,272.3667,282.1288,3.5842
946,946,242.8500,259.1510,6.7124
947,947,285.4167,293.3207,2.7693
948,948,240.7000,259.5479,7.8305
949,949,324.7833,348.5899,7.3300
950,950,397.3333,386.6190,2.6966
951,951,289.3500,298.1718,3.0488
952,952,295.5167,310.0837,4.9293
953,953,302.8500,321.0387,6.0059
954,954,318.0000,319.3843,0.4353
955,955,300.7667,309.3206,2.8440
956,956,324.2333,351.2551,8.3340
957,957,287.2500,297.0949,3.4273
958,958,262.6333,264.0763,0.5494
959,959,270.0667,273.3297,1.2082
960,960,270.0667,273.3297,1.2082
961,961,270.0667,273.3297,1.2082
962,962,249.7333,252.5830,1.1411
963,963,371.8333,374.6121,0.7473
964,964,285.1167,277.9480,2.5143
965,965,222.8833,235.8773,5.8299
966,966,288.5167,300.0009,3.9804
967,967,288.8000,316.6030,9.6271
968,968,273.6333,265.8687,2.8376
969,969,275.5167,280.3586,1.7574
970,970,289.5333,304.5266,5.1784
971,971,294.1167,316.7105,7.6819
972,972,263.6167,267.8433,1.6033
973,973,214.6667,231.9829,8.0666
974,974,309.0833,313.2866,1.3599
975,975,214.6667,231.9829,8.0666
976,976,309.4667,307.7434,0.5568
977,977,267.9500,268.8550,0.3378
978,978,281.5333,270.5664,3.8954
979,979,0.0000,0.0000,0.0000
980,980,306.2667,328.0667,7.1180
981,981,308.7167,307.5474,0.3787
982,982,0.0000,0.0000,0.0000
983,983,294.9667,301.6976,2.2819
984,984,280.6500,265.8687,5.2668
985,985,250.5500,260.8944,4.1287
986,986,279.8667,272.3341,2.6915
987,987,317.3167,306.4312,3.4305
988,988,273.7667,271.1165,0.9680
989,989,275.7167,277.5744,0.6738
990,990,326.7667,356.1110,8.9802
991,991,277.9333,296.6641,6.7393
992,992,0.0000,0.0000,0.0000
993,993,247.7333,260.6052,5.1959
994,994,275.9833,302.0557,9.4471
995,995,0.0000,0.0000,0.0000
996,996,257.6333,261.6465,1.5577
997,997,265.3667,264.0696,0.4888
998,998,260.0167,277.1824,6.6018
999,999,264.7500,272.3439,2.8683
1000,1000,306.4333,334.0815,9.0226
1001,1001,293.9167,311.2189,5.8868
1002,1002,248.8167,262.6163,5.5461
1003,1003,250.1500,253.2757,1.2495
1004,1004,250.1833,257.7779,3.0356
